0001	-1	20	40	DC
0002	-1	20	13	NCC
0003	-1	20	14	OC
0004	-1	20	32	DC
0005	-1	20	58	TP
0006	-1	20	13	TC
0007	-1	20	34	DC
0008	-1	20	28	DC
0009	-1	20	32	DC
0010	-1	20	92	BC
0011	-1	20	18	TAC
0012	-1	20	17	DC
0013	-1	20	18	DC
0014	-1	20	19	DC
0015	-1	20	21	DC
0016	-1	20	24	DC
0017	-1	20	46	DC
0018	-1	20	43	DC
0019	-1	20	23	DC
0020	-1	20	53	TAC
0021	-1	20	23	DC
0022	-1	20	108	DC
0023	-1	20	25	OC
0024	-1	20	45	DC
0025	-1	20	42	DC
0026	-1	20	42	TP
0027	-1	20	41	DC
0028	-1	20	40	TP
0029	-1	20	30	DC
0030	-1	20	20	TP
0031	-1	20	10	DC
0032	-1	20	42	DC
0033	-1	20	19	TP
0034	-1	20	17	TP
0035	-1	20	12	TP
0036	-1	20	42	TP
0037	-1	20	67	DC
0038	-1	20	31	DC
